observation_id,brand,product_name,product_family,official_sku_or_reference,category,subcategory,bag_type,collection,iconic_or_signature_flag,material,color,hardware,dimensions_raw,width_cm,height_cm,depth_cm,size_label,market,country,currency,price,price_status,availability,source_url,observed_at,extraction_method,discovery_source_url,discovered_at
HERMÈS-FR-H086559CC55-20260815,Hermès,Sac Plume mini,Plume,H086559CC55,handbags,handbag,top_handle_bag,,,Goat Mysore,Rouge H,Palladium plated,L 21 x H 15 x P 8 cm,21,15,8,mini,FR,France,EUR,5650,numeric,unavailable,https://www.hermes.com/fr/fr/product/sac-plume-mini-H086559CC55/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H084948CP0G-20260815,Hermès,Minaudière En Piste,En Piste,H084948CP0G,handbags,handbag,clutch,,,Goat Chamkila,Rouge Sellier,Permabrass,L 14 x H 13 x P 5 cm,14,13,5,mini,FR,France,EUR,5300,numeric,available_online,https://www.hermes.com/fr/fr/product/minaudiere-en-piste-H084948CP0G/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H085003CK55-20260815,Hermès,Sac Mini Médor,Mini Médor,H085003CK55,handbags,handbag,shoulder_bag,,,Epsom calfskin,Rouge H,Palladium plated,L 14.5 x H 15 x P 14.5 cm,14.5,15,14.5,mini,FR,France,EUR,4650,numeric,unavailable,https://www.hermes.com/fr/fr/product/sac-mini-medor-H085003CK55/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H084847CK4D-20260815,Hermès,Sac Petite Course,Petite Course,H084847CK4D,handbags,handbag,crossbody,,,Epsom calfskin,Terre,Palladium plated,L 28 x H 18 x P 7 cm,28,18,7,standard,FR,France,EUR,4150,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-petite-course-H084847CK4D/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H088002CKAH-20260815,Hermès,Sac Médor Clous,Médor Clous,H088002CKAH,handbags,handbag,shoulder_bag,,,Togo and Swift calfskin,red,Palladium plated,L 27 x H 20 x P 11.5 cm,27,20,11.5,standard,FR,France,EUR,8150,numeric,unavailable,https://www.hermes.com/fr/fr/product/sac-medor-clous-H088002CKAH/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H088503CKAB-20260815,Hermès,Sac Balusoie,Balusoie,H088503CKAB,handbags,handbag,shoulder_bag,,,Printed silk and calfskin,blue,Palladium plated,,,,,standard,FR,France,EUR,2170,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-balusoie-H088503CKAB/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H088004CC7U-20260815,Hermès,Sac Jypsière mini,Jypsière,H088004CC7U,handbags,handbag,crossbody,,,Calfskin,rose,Palladium plated,,,,,mini,FR,France,EUR,6850,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-jypsiere-mini-H088004CC7U/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H085741CK89-20260815,Hermès,Minaudière Néo Médor,Néo Médor,H085741CK89,handbags,handbag,clutch,,,Calfskin,beige,Palladium plated,,,,,standard,FR,France,EUR,9100,numeric,available_online,https://www.hermes.com/fr/fr/product/minaudiere-neo-medor-H085741CK89/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H084337CKAE-20260815,Hermès,Sac Victoria III fourre-tout mini,Victoria,H084337CKAE,handbags,handbag,tote,,,Calfskin,black,Palladium plated,,,,,mini,FR,France,EUR,5750,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-victoria-iii-fourre-tout-mini-H084337CKAE/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H071205CK89-20260815,Hermès,Sac Roulis mini,Roulis,H071205CK89,handbags,handbag,crossbody,,,Evergrain calfskin,black,Palladium plated,L 18 x H 14 x P 6.2 cm,18,14,6.2,mini,FR,France,EUR,7150,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-roulis-mini-H071205CK89/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H086915CK1C-20260815,Hermès,Sac Poche Cliquetis,Poche Cliquetis,H086915CK1C,handbags,handbag,shoulder_bag,,,Swift calfskin,beige,Palladium plated,L 22.7 x H 25.5 x P 2.5 cm,22.7,25.5,2.5,standard,FR,France,EUR,5600,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-poche-cliquetis-H086915CK1C/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H084658CKI8-20260815,Hermès,Sac Hermès Della Cavalleria Élan,Della Cavalleria Élan,H084658CKI8,handbags,handbag,crossbody,,,Epsom calfskin,yellow,Palladium plated,L 22 x H 14 x P 6 cm,22,14,6,standard,FR,France,EUR,5900,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-hermes-della-cavalleria-elan-H084658CKI8/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H086915CKI8-20260815,Hermès,Sac Poche Cliquetis,Poche Cliquetis,H086915CKI8,handbags,handbag,shoulder_bag,,,Swift calfskin,yellow,Palladium plated,L 22.7 x H 25.5 x P 2.5 cm,22.7,25.5,2.5,standard,FR,France,EUR,5600,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-poche-cliquetis-H086915CKI8/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H086707CAAG-20260815,Hermès,Sac Néo Double Sens 35 bicolore,Néo Double Sens,H086707CAAG,handbags,handbag,tote,,,Calfskin,beige,Palladium plated,,,,,35,FR,France,EUR,4050,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-neo-double-sens-35-bicolore-H086707CAAG/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H085668CKAB-20260815,Hermès,Sac P'tit Arçon,P'tit Arçon,H085668CKAB,handbags,handbag,crossbody,,,Calfskin,yellow,Palladium plated,,,,,standard,FR,France,EUR,3950,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-p-tit-arcon-H085668CKAB/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H087026CCQ0-20260815,Hermès,Sac Petit Tour 34,Petit Tour,H087026CCQ0,handbags,handbag,tote,,,Calfskin,green,Palladium plated,,,,,34,FR,France,EUR,8900,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-petit-tour-34-H087026CCQ0/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H085367CPQ0-20260815,Hermès,Sac Hermès Della Cavalleria mini II,Della Cavalleria mini II,H085367CPQ0,handbags,handbag,crossbody,,,Calfskin,green,Palladium plated,,,,,mini,FR,France,EUR,5400,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-hermes-della-cavalleria-mini-ii-H085367CPQ0/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H085408CKAW-20260815,Hermès,Sac Hermès Geta,Geta,H085408CKAW,handbags,handbag,shoulder_bag,,,Calfskin,blue,Palladium plated,,,,,standard,FR,France,EUR,5300,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-hermes-geta-H085408CKAW/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
HERMÈS-FR-H088914CK89-20260815,Hermès,Sac Hermès Videpoches,Videpoches,H088914CK89,handbags,handbag,crossbody,,,Togo calfskin,black,Palladium plated,L 27 x H 14 x P 4 cm,27,14,4,standard,FR,France,EUR,3800,numeric,available_online,https://www.hermes.com/fr/fr/product/sac-hermes-videpoches-H088914CK89/,2026-08-15T20:20:39+08:00,browser_rendered_web_dom,https://www.hermes.com/fr/fr/category/maroquinerie/sacs-et-pochettes/sacs-et-pochettes-femme/,2026-08-15T20:20:39+08:00
